en,de
They never did anything.,Sie haben nie etwas getan.
They refused to help us.,"Sie weigerten sich, uns zu helfen."
They said they're happy.,"Sie sagten, sie seien glücklich."
They say he's very rich.,Er soll sehr reich sein.
They sound disappointed.,Sie klingen enttäuscht.
They took our passports.,Sie haben uns die Pässe weggenommen.
They went rock climbing.,Sie sind zum Felsklettern gegangen.
They were very confused.,Sie waren sehr verwirrt.
They won't be here long.,Sie werden nicht lange bleiben.
They'll know what to do.,"Sie werden wissen, was zu tun ist."
They're always fighting.,Die kämpfen immer.
They're going to attack.,Sie werden angreifen.
They're looking for you.,Sie sind auf der Suche nach dir.
They're not coming back.,Sie werden nicht zurückkommen.
They're right behind me.,Sie sind gleich hinter mir.
They're self-sufficient.,Sie sind ökonomisch unabhängig.
They're still available.,Sie stehen noch zu Verfügung.
They're towing your car.,Dein Wagen wird gerade abgeschleppt.
They're very successful.,Sie sind sehr erfolgreich.
They're waiting for you.,Sie warten auf Sie.
They've found survivors.,Sie haben Überlebende gefunden.
Things like that happen.,So etwas passiert nun mal.
Think about what I said.,"Denk darüber nach, was ich gesagt habe!"
This area is off-limits.,Dieser Bereich ist Tabu.
This battery is charged.,Dieser Akku ist aufgeladen.
This book is really old.,Dieses Buch ist echt alt.
This book is very thick.,Dieses Buch ist sehr dick.
This box isn't so heavy.,Diese Kiste ist nicht so schwer.
This can be done better.,Das kann man besser machen.
This car belongs to Tom.,Dieser Wagen gehört Tom.
This cat belongs to Tom.,Diese Katze gehört Tom.
This cloth feels smooth.,Dieser Stoff fühlt sich glatt an.
This collar's too tight.,Dieser Kragen ist zu eng.
This dictionary is good.,Dieses Wörterbuch ist gut.
This doesn't feel right.,Das fühlt sich nicht richtig an.
This door will not open.,Diese Tür lässt sich nicht öffnen.
This expired months ago.,Das ist vor Monaten abgelaufen.
This food smells rotten.,Dieses Essen riecht verdorben.
This heat is unbearable.,Diese Hitze ist unerträglich.
This house is beautiful.,Dieses Haus ist wunderschön.
This is a Japanese doll.,Das ist eine japanische Puppe.
This is a four-way stop.,"Das ist eine Kreuzung, an der alle Fahrzeuge anhalten müssen."
This is a good textbook.,Dies ist ein gutes Lehrbuch.
This is a great victory.,Das ist ein großer Sieg.
This is a real surprise.,Das ist eine echte Überraschung.
This is a very good tea.,Dies ist ein sehr guter Tee.
This is a waste of time.,Das ist doch Zeitverschwendung.
This is all that I know.,"Das ist alles, was ich weiß."
This is an old building.,Das ist ein altes Gebäude.
This is genuine leather.,Das ist echtes Leder.
This is how Tom does it.,So macht Tom es.
This is my account book.,Das ist mein Kassenbuch.
This is my mobile phone.,Das ist mein Handy.
"This is my sister, Mary.",Das ist meine Schwester Maria.
This is not a good idea.,Das ist keine gute Idee.
This is not about money.,Das hat nichts mit Geld zu tun.
This is our last chance.,Das ist unsere letzte Chance.
This is pretty accurate.,Das ist ziemlich genau.
This is really exciting.,Das ist wirklich aufregend.
This is simply not true.,Das stimmt einfach nicht.
This is the final straw.,"Das ist der Tropfen, der das Fass zum Überlaufen brachte."
This is the tricky part.,Das hier ist der heikle Teil.
This is too much for me.,Das überfordert mich.
This is very impressive.,Das ist sehr beeindruckend.
This is what he painted.,"Dies ist das, was er gemalt hat."
This is your big chance.,Das ist deine große Chance.
"This is yours, isn't it?","Das gehört dir, oder?"
"This isn't for you, Tom.","Das ist nicht für dich, Tom."
This isn't the only key.,Dies ist nicht der einzige Schlüssel.
This job pays very well.,Diese Arbeit wird gut bezahlt.
This makes me a bit sad.,Das betrübt mich etwas.
This might interest you.,Das könnte dich vielleicht interessieren.
"This one's for you, Tom.","Dieser ist für dich, Tom."
This ought to be simple.,Das müsste einfach sein.
This path is impassable.,Dieser Weg ist nicht begehbar.
This place is fantastic.,Es ist toll hier.
This problem baffles me.,Diese Aufgabe stellt mich vor ein Rätsel.
This restaurant is good.,Dieses Restaurant ist gut.
This room gets sunshine.,Dieses Zimmer ist sonnig.
This smells like cheese.,Der hier riecht nach Käse.
This steak is too tough.,Dieses Steak ist zu zäh.
This team is phenomenal.,Diese Mannschaft ist phänomenal.
This turkey tastes good.,Der Truthahn schmeckt gut!
This was very difficult.,Das war sehr schwierig.
This will keep you warm.,Das wird dich warm halten.
This writer is Canadian.,Diese Schriftstellerin ist Kanadierin.
"Those are mine, I think.","Die gehören mir, glaube ich."
Those men are Canadians.,Diese Männer sind Kanadier.
Three people are coming.,Es kommen drei Leute.
Thunderstorms are scary.,Gewitter sind furchteinflößend.
Today is a very hot day.,Heute ist ein sehr heißer Tag.
Today's game is crucial.,Das heutige Spiel ist entscheidend.
Tom accepted my present.,Tom akzeptierte mein Geschenk.
Tom adjusted quite well.,Tom hat sich ziemlich gut angepasst.
Tom aimed at the target.,Tom zielte.
Tom almost lost his eye.,Tom hätte fast ein Auge verloren.
Tom almost never laughs.,Tom lacht fast nie.
Tom already knows a lot.,Tom weiß schon eine Menge.
Tom also plays clarinet.,Tom spielt auch Klarinette.
Tom always studies hard.,Tom studiert immer fleißig.
Tom and I are convinced.,Tom und ich sind überzeugt.
Tom and I are very busy.,Tom und ich sind schwer beschäftigt.
Tom and I aren't coming.,Tom und ich kommen nicht.
Tom and I weren't alone.,Tom und ich waren nicht alleine.
Tom and Mary found John.,Tom und Maria haben John gefunden.
Tom and Mary saw zebras.,Tom und Maria haben Zebras gesehen.
Tom and Mary talk a lot.,Tom und Maria reden viel.
Tom and Mary were happy.,Tom und Maria waren glücklich.
Tom appears disoriented.,Tom scheint orientierungslos zu sein.
Tom approached the door.,Tom näherte sich der Türe.
Tom asked Mary for help.,Tom bat Maria um Hilfe.
Tom asked for a day off.,"Tom bat darum, sich einen Tag freinehmen zu dürfen."
Tom asked for my number.,Tom bat mich um meine Telefonnummer.
Tom asked me to do this.,"Tom hat mich gebeten, das zu tun."
Tom ate a frozen dinner.,Tom hat sich zum Abendessen ein Mikrowellengericht gemacht.
Tom ate an early supper.,Tom aß früh zu Abend.
Tom attempted to escape.,Tom versuchte zu entkommen.
Tom beat Mary in tennis.,Tom hat Mary beim Tennis geschlagen.
Tom became very popular.,Tom wurde sehr beliebt.
Tom began to understand.,Tom begann zu verstehen.
Tom behaved quite badly.,Tom benahm sich ziemlich schlecht.
Tom blew the balloon up.,Tom blies den Ballon auf.
Tom boiled me some eggs.,Tom kochte mir einige Eier.
Tom bought Mary a puppy.,Tom schenkte Maria einen Welpen.
Tom bought a dozen eggs.,Tom kaufte ein Dutzend Eier.
Tom bought a microscope.,Tom kaufte ein Mikroskop.
Tom bought a used truck.,Tom hat einen gebrauchten Lkw gekauft.
Tom broke both his legs.,Tom brach sich seine beiden Beine.
Tom brought Mary a gift.,Tom hat Mary ein Geschenk mitgebracht.
Tom built his own house.,Tom hat sein Haus selbst gebaut.
Tom burst into laughter.,Tom brach in Gelächter aus.
Tom called Mary's bluff.,"Tom zwang Mary, Farbe zu bekennen."
Tom called a cab for me.,Tom hat mir ein Taxi bestellt.
Tom came after you left.,"Tom kam, nachdem du gegangen warst."
Tom came here last week.,Tom ist letzte Woche hier hergekommen.
Tom came home very late.,Tom kam sehr spät nach Hause.
Tom came up with a plan.,Tom hat einen Plan gefasst.
Tom can only get better.,Tom kann nur besser werden.
Tom can sing quite well.,Tom kann ziemlich gut singen.
Tom can't do this to us.,Tom kann uns das nicht antun.
Tom can't hear anything.,Tom kann nichts hören.
Tom can't read or write.,Tom kann weder lesen noch schreiben.
Tom can't walk any more.,Tom kann nicht mehr gehen.
Tom caught up with Mary.,Tom holte Mary ein.
Tom changed the subject.,Tom hat das Thema gewechselt.
Tom checked his pockets.,Tom hat seine Taschen durchsucht.
Tom clearly wants to go.,Tom will offensichtlich gehen.
Tom closed the car door.,Tom machte die Wagentür zu.
Tom cooks his own meals.,Tom kocht sich seine Mahlzeiten selbst.
Tom couldn't believe it.,Tom konnte es nicht glauben.
Tom couldn't protect me.,Tom konnte mich nicht beschützen.
Tom couldn't understand.,Tom verstand es nicht.
Tom cut off Mary's head.,Tom köpfte Mary.
Tom daydreamed in class.,Tom gab sich während des Unterrichts Träumereien hin.
Tom deciphered the code.,Tom entzifferte den Kode.
Tom delivers newspapers.,Tom trägt Zeitungen aus.
Tom did a foolish thing.,Tom hat etwas Dummes gemacht.
"Tom did a good job, too.",Auch Tom hat gute Arbeit geleistet.
Tom did badly at school.,Tom war schlecht in der Schule.
Tom did nothing illegal.,Tom hat nichts Unrechtes getan.
Tom did that on purpose.,Tom hat das mit Absicht getan.
Tom did the unthinkable.,Tom hat das Undenkbare getan.
Tom didn't buy any eggs.,Tom hat keine Eier gekauft.
Tom didn't even look up.,Tom schaute nicht einmal auf.
Tom didn't get very far.,Tom kam nicht besonders weit.
Tom didn't give up hope.,Tom gab die Hoffnung nicht auf.
Tom didn't have a fever.,Tom hatte kein Fieber.
Tom didn't look pleased.,Tom sah nicht erfreut aus.
Tom didn't move an inch.,Tom bewegte sich keinen Zentimeter.
Tom didn't recognize me.,Tom hat mich nicht wiedererkannt.
Tom didn't seem to mind.,Es schien Tom nichts auszumachen.
Tom didn't tell anybody.,Tom hat es niemandem erzählt.
Tom didn't want my help.,Tom wollte meine Hilfe nicht.
Tom didn't want to talk.,Tom wollte nicht sprechen.
Tom didn't wash his car.,Tom putzte sein Auto nicht.
Tom died a few days ago.,Tom ist vor ein paar Tagen gestorben.
Tom died in Mary's arms.,Tom starb in Marias Armen.
Tom died later that day.,Tom starb noch am selben Tag.
Tom died of hypothermia.,Tom starb an Unterkühlung.
Tom disagreed with Mary.,Tom stimmte Mary nicht zu.
Tom does what he's told.,"Tom tut, was ihm gesagt wird."
Tom doesn't belong here.,Tom hat hier nichts verloren.
Tom doesn't drink a lot.,Tom trinkt nicht viel.
Tom doesn't have a clue.,Tom hat keine Ahnung.
Tom doesn't have a wife.,Tom hat keine Frau.
Tom doesn't know French.,Tom spricht nicht Französisch.
Tom doesn't like cheese.,Tom mag keinen Käse.
Tom doesn't like grapes.,Tom mag keine Weintrauben.
Tom doesn't like soccer.,Tom mag Fußball nicht.
Tom doesn't need anyone.,Tom braucht niemanden.
Tom doesn't remember me.,Tom hat sich nicht an mich erinnert.
Tom drank a cup of milk.,Tom trank eine Tasse Milch.
Tom drives a sports car.,Tom fährt einen Sportwagen.
Tom dyed his hair black.,Tom färbte sich das Haar schwarz.
Tom dyed his hair brown.,Tom färbte sich das Haar braun.
Tom eats a lot of fruit.,Tom isst viel Obst.
Tom enjoys your company.,Tom hat Freude an Ihrer Gesellschaft.
Tom entered the kitchen.,Tom ging in die Küche.
Tom even wrote me poems.,Tom schrieb mir sogar Gedichte.
Tom fell from his horse.,Tom fiel vom Pferd.
Tom fell into the river.,Tom ist in den Fluss gefallen.
Tom finally found a job.,Tom hat endlich Arbeit gefunden.
Tom flew home to Boston.,Tom flog heim nach Boston.
Tom forgot his password.,Tom hat sein Passwort vergessen.
Tom froze in his tracks.,Tom blieb wie angewurzelt stehen.
Tom gave Mary the money.,Tom gab Maria das Geld.
Tom gave me a black eye.,Tom hat mir ein blaues Auge verpasst.
Tom gave me good advice.,Tom hat mir einen guten Rat erteilt.
Tom gave me some stamps.,Tom schenkte mir ein paar Briefmarken.
Tom goes to work by bus.,Tom fährt mit dem Bus zur Arbeit.
Tom got a 30% pay raise.,Tom bekam eine 30%ige Gehaltserhöhung.
Tom got dressed quickly.,Tom zog sich schnell an.
Tom got engaged to Mary.,Tom hat sich mit Maria verlobt.
Tom got himself a drink.,Tom nahm sich ein Getränk.
Tom got into Mary's car.,Tom stieg in Maries Auto ein.
Tom got out of the jeep.,Tom stieg aus dem Jeep.
Tom got stung by a wasp.,Tom ist von einer Wespe gestochen worden.
Tom got very suspicious.,Tom wurde sehr misstrauisch.
Tom had a great weekend.,Tom hatte ein tolles Wochenende.
Tom had a splendid idea.,Tom hatte einen großartigen Einfall.
Tom had many good ideas.,Tom hatte viele gute Einfälle.
Tom had no options left.,Tom blieb keine Wahl.
Tom had nothing to read.,Tom hatte nichts zu lesen.
Tom handed Mary her bag.,Tom reichte Maria ihre Tasche.
Tom hardly talks at all.,Tom sagt fast gar nichts.
Tom has a beautiful tan.,Tom hat eine schöne Bräune.
Tom has a bread machine.,Tom hat eine Brotmaschine.
Tom has a decent salary.,Tom hat ein ordentliches Gehalt.
Tom has a part-time job.,Tom hat eine Teilzeitstelle.
Tom has a right to know.,"Tom hat ein Recht, das zu wissen."
Tom has a swimming pool.,Tom hat ein Schwimmbecken.
Tom has a very nice car.,Tom hat ein sehr schönes Auto.
Tom has already done it.,Tom hat es bereits getan.
Tom has already seen it.,Tom hat sie bereits gesehen.
Tom has always been shy.,Tom ist schon immer schüchtern gewesen.
Tom has bad handwriting.,Tom hat eine Sauklaue.
Tom has been pretending.,"Tom hat nur so getan, als ob."
Tom has come a long way.,Tom ist weit gekommen.
Tom has done a good job.,Tom hat gute Arbeit geleistet.
Tom has finally arrived.,Tom ist endlich da.
Tom has gone home early.,Tom ist früher nach Hause gegangen.
Tom has left his family.,Tom verließ seine Familie.
Tom has mental problems.,Tom hat mentale Probleme.
Tom has never been sick.,Tom ist nie krank gewesen.
Tom has no real friends.,Tom hat keine richtigen Freunde.
Tom has only one regret.,Tom bereut nur eines.
Tom has started smoking.,Thomas hat zu rauchen begonnen.
Tom has three daughters.,Tom hat drei Töchter.
Tom has to get up early.,Tom muss früh aufstehen.
Tom has to have surgery.,Tom muss sich operieren lassen.
Tom has trouble reading.,Tom hat Schwierigkeiten mit dem Lesen.
Tom has what Mary wants.,"Tom hat, was Maria will."
Tom hasn't answered yet.,Tom hat noch nicht geantwortet.
Tom hasn't returned yet.,Tom ist noch nicht zurückgekehrt.
Tom hates green peppers.,Tom hasst grüne Paprika.
Tom heard a dog barking.,Tom hörte Hundegebell.
Tom held on to the rope.,Tom hielt sich am Seil fest.
Tom hid under the table.,Tom hat sich unter dem Tisch versteckt.
Tom hugged Mary goodbye.,Tom drückte Maria zum Abschied.
Tom insulted the waiter.,Tom beleidigte den Kellner.
Tom ironed his trousers.,Tom bügelte seine Hosen.
Tom is Mary's chauffeur.,Tom ist Marias Fahrer.
Tom is a French teacher.,Tom ist Französischlehrer.
Tom is a capable lawyer.,Tom ist ein fähiger Anwalt.
Tom is a chicken farmer.,Tom ist Hühnerzüchter.
Tom is a complete loser.,Tom ist ein totaler Verlierer.
Tom is a deep-sea diver.,Tom ist Tiefseetaucher.
Tom is a friend of ours.,Tom ist ein Freund von uns.
Tom is a good carpenter.,Tom ist ein guter Schreiner.
Tom is a good guitarist.,Tom ist ein guter Gitarrenspieler.
Tom is a good guitarist.,Tom spielt gut Gitarre.
Tom is a grumpy old man.,Tom ist ein aufbrausender alter Mann.
